Station Name,Date (Local Standard Time),Air Temp. Min. (°C),Air Temp. Max. (°C),Air Temp. Avg. (°C),Humidity Avg. (%),Precip. Accumulated (mm),Precip. (mm),Wind Speed 2 m Avg. (km/h),Wind Speed 10 m Avg. (km/h),Wind Dir. 10 m Avg. (°),Precip. Long Term (mm),Air Temp. Avg. Long Term (°C),Air Temp. Avg. Min. Long Term (°C),Air Temp. Avg. Max. Long Term (°C),Growing Degree Days Long Term (base 5°C) (GDD),Corn Heat Units Long Term (CHU),Frost Probability 0°C (%),ET. Std-Grass (mm),Growing Degree Days (base 5°C) (GDD),Corn Heat Units (CHU),Potato Heat Units (PHU)
Seven Persons IMCIN,2005-08-12,6.232,15.08,11.145,73.112,225.99,0.59,13.913,16.763,226.099,190.2,18.7,10.8,26.6,1220,1729.8,0,2.766,"1,112.23","1,794.05",687.832
Seven Persons IMCIN,2005-08-13,2.469,20.2,11.33,66.956,226.2,0.21,11.327,14.085,252.34,191.2,18.4,10.8,26,1233.4,1750.4,0,4.588,"1,118.57","1,806.66",692.27
Seven Persons IMCIN,2005-08-14,7.68,23.87,15.359,65.41,226.2,0,9.4,11.521,121.979,193.2,18.7,11,26.5,1247.1,1771,0,4.657,"1,129.34","1,824.62",699.081
Seven Persons IMCIN,2005-08-15,11.06,22.42,16.016,67.666,226.2,0,12.734,15.535,54.444,194.1,18.8,10.9,26.7,1260.9,1791.7,0,4.415,"1,141.08","1,844.82",707.26
Seven Persons IMCIN,2005-08-16,8.67,20.81,14.536,67.799,226.2,0,12.985,15.354,91.983,195.8,18.5,10.9,26,1274.4,1812.2,0,4.192,"1,150.82","1,861.75",714.172
Seven Persons IMCIN,2005-08-17,8.2,13.82,10.587,90.558,227.4,1.2,13.173,15.599,155.581,196.8,18.1,10.3,25.9,1287.5,1832.4,0,0.862,"1,156.83","1,870.92",718.677
Seven Persons IMCIN,2005-08-18,4.989,16.94,10.744,69.301,227.4,0,13.596,15.954,300.113,197.4,18.5,10.6,26.4,1301,1852.9,0,3.543,"1,162.80","1,880.98",722.928
Seven Persons IMCIN,2005-08-19,7.65,21.78,13.755,62.62,227.4,0,8.94,9.895,248.485,198.9,18.3,10.4,26.2,1314.3,1873.4,0,4.321,"1,172.51","1,897.69",729.492
Seven Persons IMCIN,2005-08-20,7.51,29.69,18.09,50.572,227.4,0,9.109,11.639,233.696,199.5,17.8,10.2,25.4,1327.1,1893.4,0,5.982,"1,186.11","1,916.99",735.691
Seven Persons IMCIN,2005-08-21,11.01,33.39,21.509,39.727,227.4,0,12.356,15.583,245.067,200.1,18.3,10.3,26.3,1340.4,1913.8,0,7.776,"1,203.31","1,938.91",742.271
Seven Persons IMCIN,2005-08-22,11.98,23.89,18.188,52.591,227.4,0,12.257,15.206,129.799,201.2,17.7,9.8,25.7,1353.1,1933.3,0,4.467,"1,216.25","1,960.75",750.824
Seven Persons IMCIN,2005-08-23,11.49,25.7,17.235,72.235,227.7,0.3,16.21,20.021,235.425,202.3,18,9.9,26.1,1366.1,1953,0,4.581,"1,229.84","1,982.92",759.134
Seven Persons IMCIN,2005-08-24,8.26,11.87,9.49,91.192,242.9,15.2,25.293,30.519,285.733,203.9,17.3,9.6,25.1,1378.4,1972,0,0.892,"1,234.91","1,989.36",762.798
Seven Persons IMCIN,2005-08-25,6.638,20.47,13.382,67.205,245.49,2.59,22.807,27.55,303.206,205.6,17.7,9.8,25.6,1391.1,1991.4,0,4.885,"1,243.46","2,004.21",768.646
Seven Persons IMCIN,2005-08-26,5.666,25.79,15.311,63.241,245.49,0,9.811,11.977,239.333,206.2,17.1,9.2,24.9,1403.2,2010.2,0,4.984,"1,254.19","2,021.16",774.881
Seven Persons IMCIN,2005-08-27,7.77,26.99,17.643,59.491,245.49,0,7.088,8.727,189.484,206.6,17.2,9,25.4,1415.4,2029.2,0,4.571,"1,266.57","2,040.36",781.672
Seven Persons IMCIN,2005-08-28,10.44,29.49,19.973,50.729,245.49,0,11.551,14.516,247.188,207.5,16.8,8.9,24.6,1427.2,2047.8,0,6.179,"1,281.53","2,062.29",788.884
Seven Persons IMCIN,2005-08-29,11.97,33.95,21.66,41.665,245.49,0,18.36,23.193,221.392,208,16.9,8.9,24.9,1439.1,2066.2,0,8.637,"1,299.49","2,084.89",795.417
Seven Persons IMCIN,2005-08-30,8.53,17.51,12.469,73.835,246.09,0.6,11.004,12.194,242.966,208.3,16.2,8.7,23.7,1450.3,2083.6,0,2.663,"1,307.51","2,098.75",801.444
Seven Persons IMCIN,2005-08-31,4.907,22.26,13.736,62.316,246.09,0,7.334,9.749,224.855,209.5,16,8.3,23.7,1461.3,2100.9,0,3.8,"1,316.10","2,113.30",807.181
Seven Persons IMCIN,2005-09-01,6.777,24.97,15.192,53.926,246.09,0,7.101,12.082,201.003,210.8,15.9,8.1,23.8,1472.2,2118.1,0,4.353,"1,326.97","2,130.95",813.648
Seven Persons IMCIN,2005-09-02,9.07,29.73,18.775,44.805,246.09,0,7.539,13.695,232.533,212.6,15.7,7.8,23.6,1482.9,2135,0,5.17,"1,341.37","2,151.66",820.386
Seven Persons IMCIN,2005-09-03,8.54,28.74,18.893,45.267,246.09,0,5.949,11.36,236.476,213.7,15.9,8,23.7,1493.8,2152,1.8,4.168,"1,355.01","2,171.84",827.212
Seven Persons IMCIN,2005-09-04,10.73,22.66,15.932,62.178,246.09,0,6.571,10.203,100.776,214.5,15.6,7.8,23.4,1504.4,2168.7,1.8,3.273,"1,366.70","2,191.88",835.284
Seven Persons IMCIN,2005-09-05,4.146,17.93,12.495,63.748,246.09,0,16.914,21.106,317.733,215.6,15.2,7.7,22.7,1514.6,2184.3,1.8,4.013,"1,372.74","2,202.44",839.585
Seven Persons IMCIN,2005-09-06,3.273,24.09,14.093,45.376,246.09,0,7.479,11.435,215.358,217.1,14.8,7.2,22.4,1524.4,2200,1.8,4.306,"1,381.42","2,217.56",845.123
Seven Persons IMCIN,2005-09-07,7.97,25.42,16.176,40.37,246.09,0,8.918,13.666,246.581,218.3,13.8,6.6,21.1,1533.3,2214.4,3.5,4.681,"1,393.12","2,236.46",852.099
Seven Persons IMCIN,2005-09-08,6.931,27.08,16.662,42.745,246.09,0,10.433,13.846,224.798,218.8,14.2,6.6,21.8,1542.5,2229.2,3.5,5.295,"1,405.12","2,254.93",858.519
Seven Persons IMCIN,2005-09-09,5.128,18.42,12.621,73.789,250.59,4.5,8.929,12.185,227.537,219.8,13.6,6.2,21.1,1551.1,2243.1,3.5,2.245,"1,411.90","2,266.63",863.331
Seven Persons IMCIN,2005-09-10,9.28,12.62,11.105,94.787,283.09,32.5,18.866,23.06,95.591,220.9,13.9,6,21.9,1560.1,2257.4,7,0.181,"1,417.85","2,275.09",867.977
Seven Persons IMCIN,2005-09-11,4.849,9.81,7.934,89.638,297.7,14.61,19.332,23.125,214.453,223.2,13.1,5.8,20.4,1568.3,2270.7,15.8,1.089,"1,420.18","2,275.50",868.957
Seven Persons IMCIN,2005-09-12,2.051,15.3,8.723,78.857,297.8,0.1,11.191,13.367,286.058,224.5,12.4,5.5,19.3,1575.8,2283.4,17.5,2.388,"1,423.85","2,283.14",871.592
Seven Persons IMCIN,2005-09-13,1.341,18.43,9.595,74.907,297.8,0,13.34,17.1,247.371,225,12.1,4.9,19.3,1583,2296.1,22.8,3.357,"1,428.74","2,294.19",874.989
Seven Persons IMCIN,2005-09-14,7.45,21.93,13.509,65.546,298.59,0.79,13.998,16.509,199.804,225.9,12.7,4.9,20.4,1590.7,2309,24.6,4.207,"1,438.43","2,310.82",881.472
Seven Persons IMCIN,2005-09-15,7.33,15.15,10.497,85.095,300.2,1.61,12.171,14.907,88.343,227.2,12.8,5.2,20.4,1598.6,2321.8,24.6,1.73,"1,444.67","2,320.92",885.97
Seven Persons IMCIN,2005-09-16,6.673,12.29,8.633,91.925,300.49,0.29,9.912,11.504,55.775,228.1,12.8,5.5,20.1,1606.6,2334.7,28.1,0.751,"1,449.15","2,326.56",888.86
Seven Persons IMCIN,2005-09-17,2.718,16.76,9.693,78.478,300.9,0.41,3.716,4.09,196.267,229.6,11.8,4.7,18.8,1613.6,2345.8,35.1,1.897,"1,453.89","2,335.89",892.162
Seven Persons IMCIN,2005-09-18,4.068,19.99,11.753,70.003,300.9,0,12.229,14.799,242.808,230.3,11.4,4.3,18.4,1620.1,2356.6,38.6,3.546,"1,460.92","2,348.34",897.095
Seven Persons IMCIN,2005-09-19,5.722,21.5,12.512,60.774,300.9,0,19.96,25.019,227.866,231.6,11.3,4.2,18.4,1626.5,2367.6,47.4,5.039,"1,469.53","2,363.12",902.916
Seven Persons IMCIN,2005-09-20,2.525,19.83,11.125,61.721,300.9,0,11.612,14.288,192.537,233.7,10.3,3.8,16.8,1631.9,2377,50.9,3.467,"1,475.71","2,375.43",907.259
Seven Persons IMCIN,2005-09-21,3.208,16.08,8.732,69.393,300.9,0,6.565,8.19,132.022,235.9,10.5,3.4,17.5,1637.6,2386.7,56.1,2.15,"1,480.35","2,384.00",910.479
Seven Persons IMCIN,2005-09-22,3.249,17.96,8.953,69.687,300.9,0,10.13,13.071,148.362,236.7,11.1,3.4,18.8,1643.9,2397.7,61.4,2.89,"1,485.96","2,394.59",914.456
Seven Persons IMCIN,2005-09-23,1.01,11.45,6.047,76.495,300.9,0,8.885,10.309,232.234,237.4,11.6,3.4,19.7,1650.7,2409.4,63.2,1.76,"1,487.19","2,396.92",915.57
Seven Persons IMCIN,2005-09-24,-3.096,14.18,5.496,72.343,300.9,0,9.152,13.101,238.01,238.1,11.9,3.7,20,1657.8,2421.6,68.4,2.32,"1,487.73","2,396.92",915.57
Seven Persons IMCIN,2005-09-25,0.871,19.15,9.115,64.402,300.9,0,12.893,17.041,244.804,240.9,11.9,4.2,19.5,1665,2433.5,68.4,3.623,"1,492.74","2,396.92",915.57
Seven Persons IMCIN,2005-09-26,0.882,22.86,12.98,53.508,301.2,0.3,19.371,24.859,260.077,241.6,10.8,3.8,17.7,1671.2,2444.1,71.9,5.112,"1,499.61","2,396.92",915.57
Seven Persons IMCIN,2005-09-27,2.115,11.14,6.743,70.87,301.29,0.09,16.772,20.455,225.646,242.4,10.5,2.9,18.1,1677.2,2454.7,77.2,2.229,"1,501.24","2,396.92",915.57
Seven Persons IMCIN,2005-09-28,-2.966,19.66,9.413,57.107,301.29,0,20.181,26.397,232.958,242.8,10.9,3.2,18.6,1683.6,2466.1,77.2,4.345,"1,504.58","2,396.92",915.57
Seven Persons IMCIN,2005-09-29,8.61,22.13,16.525,44.704,301.29,0,21.885,28.264,251.704,243.1,11.4,3.4,19.3,1690.3,2477.3,78.9,5.074,"1,514.95","2,396.92",915.57
Seven Persons IMCIN,2005-09-30,8.48,15.03,11.484,69.493,303.29,2,10.077,13.076,188.832,244.7,10.6,3.2,17.9,1696.2,2488.1,82.5,1.896,"1,521.71","2,396.92",915.57
Seven Persons IMCIN,2005-10-01,4.081,15.78,10.331,78.572,308.7,5.41,11.715,17.167,198.509,245.3,9.9,2.7,17.1,1701.5,2497.7,82.5,2.047,"1,526.64","2,396.92",915.57
Seven Persons IMCIN,2005-10-02,0.238,11.15,5.173,81.231,308.9,0.2,5.802,10.309,240.676,246.2,9.6,2.1,17.1,1706.5,2507.1,86,1.41,"1,527.33","2,396.92",915.57
Seven Persons IMCIN,2005-10-03,-0.64,7.02,2.782,79.163,308.9,0,16.164,22.174,72.224,246.7,9.3,2,16.6,1711.1,2515.9,87.7,1.333,"1,527.33","2,396.92",915.57
Seven Persons IMCIN,2005-10-04,-1.89,5.98,1.495,81.647,308.9,0,12.722,15.578,72.448,247.3,8.9,1.7,16.2,1715.6,2524.5,91.2,1.142,"1,527.33","2,396.92",915.57
Seven Persons IMCIN,2005-10-05,-1.461,9.27,4.552,66.491,308.9,0,13.505,16.172,178.828,247.8,8.4,0.9,15.8,1719.6,2532.7,93,1.873,"1,527.33","2,396.92",915.57
Seven Persons IMCIN,2005-10-06,0.274,16.83,7.584,62.498,308.9,0,17.382,21.859,219.754,248.2,9.2,1.4,17.1,1724.3,2542.1,93,3.025,"1,530.88","2,396.92",915.57
Seven Persons IMCIN,2005-10-07,3.719,17.88,11.725,52.543,308.9,0,23.107,28.656,251.946,248.7,9,1.5,16.4,1729,2551.3,93,4.132,"1,536.68","2,396.92",915.57
Seven Persons IMCIN,2005-10-08,-0.181,13.79,6.845,72.868,309,0.1,4.907,8.36,185.401,249,8.6,1.2,16,1733.4,2559.8,94.7,1.412,"1,538.49","2,396.92",915.57
Seven Persons IMCIN,2005-10-09,-0.884,16.09,5.725,64.724,309.09,0.09,6.094,9.904,236.758,249.3,8.2,0.3,16.2,1737.6,2568.5,94.7,2.015,"1,541.09","2,396.92",915.57
Seven Persons IMCIN,2005-10-10,-1.164,17.21,8.853,50.109,309.09,0,24.455,30.968,213.352,249.8,8.1,0.8,15.4,1741.5,2576.6,96.5,4.228,"1,544.11","2,396.92",915.57
Seven Persons IMCIN,2005-10-11,2.31,14.37,8.436,60.624,309.09,0,12.927,16.031,276.619,250.6,6.6,-0.1,13.3,1744.5,2583,96.5,2.494,"1,547.45","2,396.92",915.57
Seven Persons IMCIN,2005-10-12,-2.638,16.74,8.213,57.383,309.09,0,11.79,18.228,223.103,250.8,7.2,0.3,14.2,1747.7,2589.9,96.5,2.612,"1,549.51","2,396.92",915.57
Seven Persons IMCIN,2005-10-13,1.587,17.86,11.48,48.799,310.09,1,22.206,27.745,268.279,251.5,7.3,0.3,14.4,1750.8,2596.7,96.5,3.652,"1,554.23","2,396.92",915.57
Seven Persons IMCIN,2005-10-14,-1.703,16.13,7.044,62.458,310.29,0.2,9.963,14.717,190.513,252.2,6.8,-0.2,13.8,1753.5,2602.9,96.5,2.319,"1,556.44","2,396.92",915.57
Seven Persons IMCIN,2005-10-15,5.735,24.21,15.767,43.266,310.29,0,14.046,18.074,207.485,252.7,6.5,-0.1,13,1756.3,2608.5,96.5,4.271,"1,566.42","2,396.92",915.57
Seven Persons IMCIN,2005-10-16,1.253,15.89,8.525,60.424,310.29,0,13.57,17.219,187.729,253.3,6.4,-0.3,13.2,1759.1,2614.6,96.5,2.529,"1,569.99","2,396.92",915.57
Seven Persons IMCIN,2005-10-17,1.484,17.62,11.358,62.666,313.9,3.61,14.301,19.157,150.43,253.8,5.9,-1,12.8,1761.5,2620.2,96.5,2.504,"1,574.54","2,396.92",915.57
Seven Persons IMCIN,2005-10-18,1.448,13.62,8.012,78.935,324,10.1,7.609,9.737,225.419,254.8,6.3,-1,13.5,1763.9,2626,98.2,1.377,"1,577.07","2,396.92",915.57
Seven Persons IMCIN,2005-10-19,2.072,15.7,9.684,71.882,324.29,0.29,14.248,17.338,229.723,255.4,6.7,-0.6,14,1766.5,2632.6,100,1.958,"1,580.96","2,396.92",915.57
Seven Persons IMCIN,2005-10-20,0.471,10.97,5.7,79.321,324.29,0,15.116,18.213,229.309,255.9,6.4,-0.7,13.4,1769.2,2638.9,100,1.292,"1,581.68","2,396.92",915.57
Seven Persons IMCIN,2005-10-21,-3.876,10.21,1.957,88.566,324.7,0.41,10.459,13.403,185.996,256.6,6.2,-0.4,12.7,1771.8,2644.5,100,1.062,"1,581.68","2,396.92",915.57
Seven Persons IMCIN,2005-10-22,-5.647,11.86,2.771,70.237,324.79,0.09,8.314,10.408,131.378,256.9,5.6,-1.3,12.6,1774.1,2650,100,1.457,"1,581.68","2,396.92",915.57
Seven Persons IMCIN,2005-10-23,0.426,16.94,7.814,56.215,324.79,0,15.631,19.348,223.075,257.2,5.8,-1.5,13,1776.5,2655.7,100,2.853,"1,585.36","2,396.92",915.57
Seven Persons IMCIN,2005-10-24,3.322,23.12,11.44,55.885,324.79,0,14.43,16.965,251.142,257.7,5.7,-1.2,12.6,1778.9,2661.4,100,3.808,"1,593.58","2,396.92",915.57
Seven Persons IMCIN,2005-10-25,3.032,21.38,11.04,61.386,324.79,0,9.199,12.333,180.823,258,5.6,-1.5,12.8,1781.1,2666.7,100,2.488,"1,600.79","2,396.92",915.57
Seven Persons IMCIN,2005-10-26,6.764,20.21,13.202,54.49,324.79,0,15.479,19.237,256.292,259.1,5.4,-0.7,11.4,1783.5,2671.6,100,3.134,"1,609.28","2,396.92",915.57
Seven Persons IMCIN,2005-10-27,-0.278,10.51,4.268,89.446,331.7,6.91,10.144,11.529,235.633,260,3.9,-2.7,10.4,1785.1,2676.2,100,0.368,"1,609.39","2,396.92",915.57
Seven Persons IMCIN,2005-10-28,-2.535,9.89,3.31,88.642,331.9,0.2,14.694,18.299,227.183,260.2,3.4,-3.2,10.1,1786.9,2680.5,100,0.927,"1,609.39","2,396.92",915.57
Seven Persons IMCIN,2005-10-29,-0.31,12.1,4.83,69.009,332,0.1,15.945,20.318,262.046,260.9,2.7,-4,9.3,1788.5,2684.2,100,2.055,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-10-30,,,,,332,0,,,,261.5,2.7,-4.2,9.6,1789.8,2687.7,100,,,,
Seven Persons IMCIN,2005-10-31,-3.151,10.64,3.927,64.661,332.09,0.09,21.595,25.67,252.179,262.3,2.3,-4.2,8.8,1791.1,2691.3,100,1.913,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-01,-1.261,10.31,4.57,74.067,332.29,0.2,11.844,15.436,193.437,262.5,1.7,-4.4,7.8,1792.2,2693.7,100,1.162,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-02,-2.764,7.5,1.613,87.418,332.5,0.21,13.834,15.777,244.611,262.8,1.9,-4.4,8.2,1793.4,2696.6,100,0.797,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-03,-2.245,9.02,2.19,72.517,332.5,0,11.124,14.337,240.967,263.2,2.1,-4.7,8.9,1794.4,2699.7,100,0.981,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-04,-1.735,9.48,4.057,57.613,332.5,0,23.979,30.158,252.648,263.8,2.4,-3.9,8.8,1795.6,2702.7,100,2.056,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-05,-4.665,8.62,1.22,61.113,332.59,0.09,17.942,22.467,258.396,264.5,1.4,-4.6,7.5,1796.6,2705.2,100,1.737,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-06,-5.709,5.207,-0.808,83.558,333.7,1.11,7.818,9.536,196.96,264.9,0.9,-5.4,7.2,1797.3,2707.7,100,0.354,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-07,-6.856,5.961,-0.71,71.188,333.7,0,9.804,12.331,196.604,265.1,0.9,-4.9,6.7,1798.1,2709.8,100,0.868,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-08,-7.14,4.775,-0.541,76.156,333.7,0,14.569,17.953,253.466,265.4,0.2,-5.9,6.3,1798.4,2711.2,100,0.893,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-09,-6.889,9.43,1.957,60.309,333.79,0.09,20.069,24.74,233.1,265.7,-0.4,-6.1,5.3,1798.8,2712.7,100,2.129,"1,610.29","2,396.92",915.57
Seven Persons IMCIN,2005-11-10,4.475,19.02,11.118,45.768,333.79,0,24.591,29.806,232.425,266,-0.4,-6.1,5.3,1799.4,2714.5,100,4.248,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-11,-3.802,9.29,2.084,75.726,333.79,0,10.269,13.698,153.381,266.6,-1.2,-7.3,4.9,1799.7,2715.6,100,0.846,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-12,-7.23,5.54,-0.621,75.507,333.79,0,16.521,20.152,279.854,267.1,-1.6,-7.5,4.3,1800.2,2716.9,100,1,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-13,-9.31,3.521,-1.443,71.74,333.79,0,14.773,20.293,220.492,267.5,-0.6,-6.3,5.1,1800.5,2717.8,100,0.93,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-14,-6.243,-1.158,-3.377,81.085,333.79,0,25.087,29.654,232.808,268,-1,-7.1,5.1,1800.8,2718.8,100,0.415,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-15,-11.54,-3.238,-7.582,79.266,333.9,0.11,8.303,10.355,74.773,268.4,-0.4,-6.3,5.5,1801.4,2720.2,100,0.227,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-16,-12.2,7.3,-0.68,69.251,339.79,5.89,13.899,16.949,257.197,269,-0.6,-6.5,5.3,1801.4,2721.5,100,1.094,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-17,-3.351,11.22,2.018,66.002,339.79,0,14.775,19.701,259.154,269.6,-1.9,-7,3.2,1801.4,2722.3,100,1.547,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-18,-3.042,12.01,6.254,52.786,340.09,0.3,25.033,32.1,269.426,270.4,-2.7,-8.4,3,1801.4,2722.7,100,2.411,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-19,-3.326,14.32,4.037,66.768,340.09,0,16.317,20.704,242.55,270.9,-3.4,-9.4,2.6,1801.4,2723.5,100,1.941,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-20,-2.622,14.26,5.511,64.44,340.09,0,12.174,14.062,199.59,271.2,-3.5,-9.1,2.2,1801.4,2724.5,100,1.735,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-21,-4.361,12.33,2.776,68.782,340.2,0.11,12.163,15.845,246.629,271.7,-4.4,-10,1.2,1801.4,2725.1,100,1.397,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-22,-1.826,18.68,7.809,47.452,340.2,0,16.601,22.09,258.692,272.1,-5.3,-10.8,0.1,1801.4,2725.5,100,2.997,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-23,-3.563,15.43,4.099,56.02,340.2,0,11.029,16.569,251.379,272.6,-5.3,-11.6,1.1,1801.4,2725.8,100,1.761,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-24,-4.493,13.32,2.189,55.386,340.2,0,14.427,18.864,240.8,273.8,-4.8,-10.2,0.7,1801.4,2726,100,1.853,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-25,,,3.084,62.081,340.2,0,,11.723,253.269,274.8,-5.5,-10.7,-0.2,1801.4,2726.3,100,,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-26,-1.534,5.216,1.614,74.311,340.2,0,13.598,16.229,284.494,275.7,-6.3,-11.5,-1,1801.4,2726.7,100,0.829,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-27,-4.068,0.124,-1.992,65.326,340.2,0,17.608,20.75,191.074,276.2,-6.3,-12,-0.6,1801.4,2726.8,100,0.921,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-28,-12.38,-1.832,-5.508,57.305,340.29,0.09,12.252,15.095,267.082,276.8,-5.9,-11.5,-0.3,1801.4,2726.9,100,0.631,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-29,-12.94,-7.54,-9.975,82.788,341.4,1.11,11.209,12.753,52.925,277.1,-5.6,-11,-0.1,1801.4,2727,100,0.202,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-11-30,-17.75,-11.5,-13.99,82.884,342.09,0.69,10.721,12.355,281.554,277.6,-5.3,-10.9,0.3,1801.4,2727.3,100,0.158,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-01,-19.55,-12.16,-15.984,77.689,342.2,0.11,7.657,8.327,166.899,278.2,-6.4,-11.9,-0.8,1801.4,2727.6,100,0.111,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-02,-16.52,-12.6,-14.146,80.726,344.5,2.3,7.352,7.325,130.788,278.7,-6.6,-12.3,-0.9,1801.4,2727.7,100,0.09,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-03,-24.09,-13.63,-18.871,79.199,344.9,0.4,10.971,14.043,299.467,279.1,-6.8,-12.5,-1,1801.4,2727.8,100,0.128,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-04,-24.15,-14.69,-18.582,75.932,345.7,0.8,10.641,12.581,207.554,279.6,-6.8,-12.6,-0.9,1801.4,2728.2,100,0.166,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-05,-21.53,-14.83,-17.471,79.043,346.5,0.8,13.847,15.461,129.395,280,-6.8,-12.3,-1.4,1801.4,2728.3,100,0.185,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-06,-30.32,-19.06,-24.796,73.283,346.7,0.2,9.65,13.871,265.283,280.4,-7.5,-12.8,-2.2,1801.4,2728.5,100,0.074,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-07,-27.49,-12.11,-17.755,71.45,346.7,0,15.43,19.947,240.646,280.8,-8.8,-14.1,-3.5,1801.4,2728.5,100,0.179,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-08,,,,,346.7,0,,,,280.9,-8.1,-13.9,-2.3,1801.4,2728.5,100,,,,
Seven Persons IMCIN,2005-12-09,-4.834,3.807,0.099,66.633,346.7,0,25.101,30.3,268.246,281.1,-7.5,-13.3,-1.8,1801.4,2728.6,100,1.082,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-10,-3.066,4.859,1.715,65.808,346.7,0,20.814,26.24,274.788,281.7,-7.4,-13.1,-1.6,1801.4,2728.6,100,1.103,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-11,-1.501,9.29,3.003,70.87,346.7,0,11.892,16.664,279.367,282.2,-6.9,-12.5,-1.2,1801.4,2728.6,100,0.744,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-12,-2.729,5.974,1.168,67.297,346.7,0,14.828,19.095,243.9,282.5,-7.1,-12.7,-1.6,1801.4,2728.7,100,0.942,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-13,-2.824,1.796,-0.189,73.693,346.7,0,25.062,31.001,323.962,282.9,-7.7,-13.2,-2.2,1801.4,2728.9,100,0.792,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-14,-8.27,0.371,-2.654,70.509,346.7,0,21.093,24.83,332.233,283.4,-7.3,-12.9,-1.7,1801.4,2729.2,100,0.862,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-15,-17.73,-7.2,-10.643,80.842,347,0.3,11.734,14.095,266.74,283.9,-7.5,-13.5,-1.5,1801.4,2729.6,100,0.2,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-16,-19.96,-13.04,-16.593,86.206,347.2,0.2,4.258,5.848,123.253,284.3,-7.1,-12.7,-1.5,1801.4,2729.9,100,0,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-17,-21.91,-10.95,-18.101,78.461,347.29,0.09,6.1,8.634,147.649,284.9,-7.4,-13.1,-1.8,1801.4,2730,100,0.003,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-18,-19.11,-9.97,-14.417,72.784,347.29,0,16.368,20.281,224.729,285.3,-9,-14.4,-3.6,1801.4,2730.1,100,0.244,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-19,-15.72,-4.376,-11.498,67.499,347.29,0,16.721,20.375,248.342,285.7,-8.8,-13.8,-3.8,1801.4,2730.3,100,0.51,"1,617.03","2,396.92",915.57
Seven Persons IMCIN,2005-12-20,-10.8,4.748,-2.277,77.644,347.29,0,14.264,18.217,246.454,286.2,-9.1,-14.5,-3.7,1801.4,2730.4,100,0.889,"1,617.03","2,396.92",915.57
